,Av,Jz,Jz_err,age,bv,bv_err,distance,feh,hmag,hmag_err,jmag,jmag_err,kmag,kmag_err,mass,prot,prot_err,tgas_parallax,tgas_parallax_error
0,0.1617266172431957,413.581584849688,10.0,2.7727130783399496,0.4497973278085343,0.01,341.81942776444856,-0.24752141295488533,10.428861894831643,0.01,10.686231665975004,0.01,10.404009786916045,0.01,1.1214413041055085,7.811698625052275,0.7811698625052275,2.925521251206092,1.0
1,0.08935739045201047,-488.88341731848647,10.0,5.607022097370095,1.0297111178672669,0.01,569.5331955856855,0.48222252836177304,12.809641978163736,0.01,13.348296576403621,0.01,12.729445789381577,0.01,0.8784470989026234,51.59415195553769,5.15941519555377,1.7558239058772325,1.0
2,0.051373651228610574,-3922.111463649461,10.0,6.308424688796998,0.5774886986558307,0.01,636.3590287559673,-0.4466874072167573,12.714653569393484,0.01,13.059949281551688,0.01,12.680570023383265,0.01,0.844905817055343,25.6554642586584,2.5655464258658403,1.5714399494809128,1.0
3,0.08271038992064782,2136.277241205247,10.0,3.5425853331507096,0.7534922748329027,0.01,431.0186875052443,0.1354414133984769,11.807718064939637,0.01,12.205079072069775,0.01,11.758348445418294,0.01,0.955664736809047,28.752046266574148,2.875204626657415,2.320085019487311,1.0
4,0.0004905710976818746,-20.132472859458115,10.0,1.6851788705689685,1.0735754934853716,0.01,251.81670939995706,0.014263900723498974,11.548447386982268,0.01,12.181650420034693,0.01,11.461960034348687,0.01,0.7322817816627403,28.78968193946027,2.878968193946027,3.9711423534318113,1.0
5,0.13272802177303578,-3274.2752862056027,10.0,7.375319237063396,0.8544385822219365,0.01,393.29044240264466,0.3745240250111187,11.520281068211895,0.01,11.948522574445867,0.01,11.459252578518816,0.01,0.9571035993602965,48.907456242968344,4.890745624296835,2.5426501439773497,1.0
6,0.028390209927599514,233.74797653713463,10.0,1.7692342005048323,,0.01,897.1783159369719,1.0924285850501454,,0.01,,0.01,,0.01,1.0104674498572028,,,1.1146056277069578,1.0
7,0.014598985939922768,-4197.489913222669,10.0,7.240060243983764,0.8737100722770261,0.01,708.4176784845171,-0.2660372109471745,13.645875959546007,0.01,14.166043264965065,0.01,13.580611033388184,0.01,0.7102128710101522,49.66223683328566,4.9662236833285665,1.411596619298449,1.0
8,0.0338610620772111,4395.57549632975,10.0,7.654442228676515,1.140806167118857,0.01,897.9202625279968,0.22306929765001393,14.231502132604794,0.01,14.888123425214836,0.01,14.137070398814187,0.01,0.7503307514599755,66.84731722530873,6.6847317225308736,1.113684635186435,1.0
9,0.05917470025935078,3316.0012505065984,10.0,7.334062057293673,0.5244737503697152,0.01,548.950347857334,-0.21785244414542873,11.219781915844823,0.01,11.527755116032436,0.01,11.190928879165133,0.01,1.0025241402724505,22.42190229940492,2.242190229940492,1.8216583774893402,1.0
